obj_ID,alpha,delta,u,g,r,i,z,field_ID,class,fiber_ID
1.23768E+18,341.822557,10.89639827,22.75185,21.70168,21.49237,21.54097,21.07332,191,QSO,622
1.23768E+18,346.6500755,21.41942276,20.87844,19.43145,17.96036,17.33367,16.90774,145,GALAXY,377
1.23768E+18,329.5646293,18.51234295,21.65404,21.56676,20.70138,19.81271,19.68168,36,QSO,887
1.23767E+18,267.8727335,25.26388096,18.04481,17.11568,16.75286,16.61002,16.56301,127,STAR,40
1.23766E+18,118.1620721,29.28229906,23.07223,21.48396,20.34187,19.62424,19.09104,66,GALAXY,367
1.23767E+18,332.3230115,21.70544125,24.65833,24.68067,22.00761,20.91763,20.02226,35,GALAXY,343
1.23767E+18,345.4239245,23.96474469,26.33056,21.62988,19.9664,19.04305,18.50551,117,GALAXY,67
1.23766E+18,135.3762364,42.76832738,23.81485,22.98044,21.95543,20.54633,19.88754,195,GALAXY,325
1.23765E+18,0.724235845,16.17665938,19.54506,18.97217,18.72278,18.64299,18.69172,307,STAR,326
1.23766E+18,215.0940347,-2.431389549,19.58494,19.71145,19.2975,19.19037,19.2885,39,QSO,160
1.23766E+18,230.8610876,46.53686521,22.60694,22.7738,20.73783,19.62386,19.10189,39,GALAXY,212
1.23767E+18,120.951332,41.81994683,23.25148,22.47993,20.89256,19.90502,19.36902,242,GALAXY,993
1.23767E+18,153.3603274,15.99827398,23.35156,23.0594,22.2878,21.48384,20.90593,253,GALAXY,350
1.23767E+18,197.5909602,33.17643584,23.21531,20.82209,19.10903,18.48745,18.13422,518,GALAXY,444
1.23766E+18,131.0799197,43.50723233,24.18559,24.28872,21.95005,20.68925,19.65184,175,STAR,175
1.23766E+18,156.8166525,56.94472013,22.74399,21.17586,19.45796,18.723,18.40631,237,GALAXY,477
1.23765E+18,159.6604774,5.349954202,22.10259,21.69923,20.61117,19.75168,19.39229,270,GALAXY,587
1.23766E+18,244.558638,25.33053786,21.52871,19.26029,17.79279,17.22842,16.83219,116,GALAXY,158
1.23766E+18,231.4161767,32.72469847,22.85925,20.02035,18.46368,17.88627,17.44498,25,GALAXY,850
1.23767E+18,155.0045483,24.16787374,20.36963,18.61764,17.52842,17.06794,16.72049,300,GALAXY,156
1.23767E+18,155.2195719,24.24272092,19.82232,18.00122,17.18566,16.8113,16.56224,301,GALAXY,589
1.23768E+18,347.5654299,-1.887573593,23.33595,22.02624,21.38535,20.46042,19.83874,136,GALAXY,45
1.23768E+18,348.9732321,-1.870323557,22.62726,22.33977,22.47818,20.87365,21.29475,146,GALAXY,136
1.23767E+18,37.50434375,25.09658069,25.15959,22.10259,20.4458,18.72549,17.82163,99,STAR,209
1.23766E+18,237.540105,33.71978891,20.77034,18.79863,17.60102,17.1183,16.7616,76,GALAXY,475
1.23767E+18,228.626249,12.68317012,21.91896,21.30166,21.41958,21.15269,20.8961,127,QSO,276
1.23768E+18,357.8852821,2.724528808,21.08625,21.16819,20.86348,20.70051,20.53805,315,QSO,706
1.23766E+18,5.808392305,-1.052766662,21.85297,21.73966,20.70529,19.54745,18.90626,154,GALAXY,131
1.23766E+18,15.80591297,-1.05681497,19.9007,19.10365,18.86762,18.66237,18.71533,221,GALAXY,283
1.23768E+18,343.0680771,12.43770821,26.11718,21.95147,21.06702,21.00998,20.83483,200,STAR,596
1.23767E+18,166.0169345,16.76606087,22.56449,22.54556,20.78441,19.73407,19.42067,134,GALAXY,936
1.23766E+18,158.855497,58.09054548,25.98469,24.09011,22.3876,20.70866,19.86629,62,GALAXY,45
1.23768E+18,352.1522152,20.10192415,24.38471,21.05876,19.31031,18.6544,18.17172,132,GALAXY,820
1.23768E+18,353.4866729,20.16358382,21.97973,21.26751,19.98818,19.08841,19.42037,141,GALAXY,643
1.23768E+18,2.081037181,20.54462525,23.29982,21.54473,20.67021,19.86138,19.39727,195,GALAXY,285
1.23767E+18,152.4807359,22.01968422,19.55399,18.20431,17.75615,17.60063,17.58103,263,STAR,448
1.23765E+18,241.6234263,54.16755039,20.21895,18.22567,17.26563,16.82078,16.39092,365,GALAXY,502
1.23766E+18,151.3390875,49.40966439,23.94282,22.26192,20.45863,19.34155,18.85504,61,GALAXY,573
1.23768E+18,12.90647339,3.165370337,22.26926,22.35695,21.92761,21.65333,21.39758,415,QSO,48
1.23768E+18,10.76788382,11.94980744,22.23041,21.84103,21.02,20.74303,20.44586,380,QSO,364
1.23768E+18,11.56886472,11.84718123,23.19861,21.06898,20.75031,20.74632,20.55572,386,QSO,724
1.23766E+18,233.6638714,31.59595723,17.3051,15.40858,14.51289,14.0719,13.78283,40,GALAXY,548
1.23768E+18,346.3236975,11.3367126,22.74142,20.29404,18.51784,17.88012,17.61165,221,GALAXY,770
1.23768E+18,10.11395548,-8.177208356,19.98815,17.85162,16.7891,16.35512,15.95364,367,GALAXY,176
1.23766E+18,181.8332574,54.50006463,21.56795,21.52187,21.13519,21.17609,20.66972,190,QSO,130
1.23767E+18,125.9283254,41.46895907,25.89417,23.1729,21.45626,20.34622,20.51959,266,GALAXY,564
1.23766E+18,148.4801952,5.868383011,23.50447,22.07193,20.44423,19.61865,19.13031,229,GALAXY,485
1.23766E+18,128.7642757,4.044497207,21.98972,20.88191,19.26819,18.55082,18.23901,98,GALAXY,746
1.23766E+18,127.1969758,3.851750046,24.62157,21.45333,19.66073,18.85231,18.13633,87,GALAXY,603
1.23766E+18,129.3916924,4.197418416,25.1093,21.13836,19.8287,19.06776,18.66838,102,GALAXY,615
1.23766E+18,136.6631615,4.92316235,25.73747,21.33814,19.42252,18.48529,17.99668,151,GALAXY,120
1.23766E+18,340.0683226,-0.336132564,16.96466,16.08031,15.55332,15.16042,14.89353,223,GALAXY,114
1.23766E+18,235.8200703,30.52350071,23.1526,22.56098,20.95999,19.75838,19.00207,54,GALAXY,413
1.23766E+18,234.785777,30.92388849,20.06275,17.97889,16.7541,16.28635,15.93137,48,GALAXY,500
1.23766E+18,233.4412817,31.67567102,18.68872,16.67637,15.69528,15.268,14.91892,39,GALAXY,270
1.23766E+18,129.6314055,28.87200711,24.97202,24.41423,22.08561,21.55925,22.29758,36,GALAXY,749
1.23765E+18,187.1006367,-2.514541896,21.68158,21.17632,21.10896,20.98014,20.60027,228,QSO,256
1.23768E+18,329.6450786,18.57462453,24.4593,22.48532,20.98118,19.78359,19.39403,37,QSO,81
1.23768E+18,328.3770947,18.38453165,22.72095,23.17826,20.95014,19.6773,19.08472,29,GALAXY,657
1.23768E+18,317.7220038,8.125004974,23.23128,21.45683,19.54242,18.87535,18.45086,31,GALAXY,842
1.23766E+18,214.9224368,56.62172095,25.15787,23.76707,23.05294,21.2333,19.83673,57,GALAXY,499
1.23768E+18,21.02211028,31.56719354,19.88843,19.75998,19.65091,19.63572,19.80677,199,QSO,383
1.23768E+18,352.4763402,32.08368061,19.22127,18.89125,18.77551,18.64375,18.57708,37,QSO,340
1.23766E+18,119.622158,30.65082507,19.2069,17.57562,16.51169,16.00991,15.6378,78,GALAXY,253
1.23766E+18,132.7799387,41.15902344,23.07471,23.03132,21.29062,20.02984,19.29469,178,GALAXY,9
1.23766E+18,131.2592813,39.9209518,25.00014,22.01657,20.77574,19.84935,19.42298,167,GALAXY,517
1.23766E+18,140.3021651,45.21266285,19.27454,17.89281,17.22188,16.80159,16.54814,223,GALAXY,251
1.23768E+18,44.24712306,3.068179714,22.7732,22.71394,21.85914,21.3394,21.06839,164,GALAXY,194
1.23768E+18,44.7265667,3.113345624,22.82083,22.69738,22.17571,21.5612,21.08353,167,GALAXY,940
1.23766E+18,131.9823678,46.40428599,23.32006,21.26305,19.48546,18.71157,18.2586,114,GALAXY,964
1.23767E+18,118.180953,9.495323049,18.95101,17.49336,16.98946,16.83429,16.77429,28,STAR,415
1.23767E+18,126.8565997,13.04305812,19.79291,18.46646,17.95433,17.77887,17.73801,89,STAR,285
1.23766E+18,131.7161646,62.70512752,20.30552,19.86924,19.59601,19.32831,19.0562,196,QSO,538
1.23766E+18,131.7952121,62.6119989,21.24145,19.81859,19.46297,19.2667,19.25962,196,STAR,420
1.23765E+18,2.826430318,16.17365044,20.00457,18.62643,17.5798,17.06867,16.69294,321,GALAXY,372
1.23767E+18,167.3392706,32.52540313,23.13416,22.23646,20.66232,19.71697,19.41692,349,GALAXY,313
1.23766E+18,117.4670379,28.53683285,21.29262,22.11469,21.21139,19.75376,19.60138,59,GALAXY,75
1.23765E+18,13.65664102,15.15656924,21.79432,21.43184,20.4117,19.39751,19.60238,239,QSO,575
1.23766E+18,226.8658046,52.63741426,21.98354,21.67733,20.53368,19.68838,19.28685,110,GALAXY,765
1.23766E+18,246.2735186,27.68818981,22.31733,19.77322,18.22813,17.60012,17.20202,141,GALAXY,482
1.23768E+18,338.6799185,2.534135046,21.89082,21.45706,21.27173,21.18303,20.61029,187,QSO,213
1.23767E+18,348.2478408,21.12179841,19.03688,17.77208,17.22694,17.00828,16.90066,113,STAR,57
1.23768E+18,352.6070757,20.12433403,22.88479,23.20234,22.25354,20.75298,19.88546,135,GALAXY,887
1.23767E+18,210.7974015,27.23383245,21.85144,21.21134,20.00644,19.26682,18.75031,178,GALAXY,139
1.23765E+18,178.0560742,68.0521245,19.4133,18.33678,17.67662,17.26303,17.08852,152,GALAXY,561
1.23767E+18,47.23418626,0.732158468,20.39584,19.71195,19.50802,19.51389,19.26613,770,QSO,370
1.23768E+18,339.9403581,10.81431812,18.56529,17.64078,17.24995,17.10404,17.04696,179,STAR,711
1.23766E+18,130.9928365,29.72106576,24.25059,18.96529,17.56103,16.99354,16.63794,46,GALAXY,116
1.23766E+18,132.0914211,30.33595725,24.59292,21.43092,20.07493,18.97442,18.34488,54,STAR,928
1.23766E+18,133.9514272,31.4733525,23.62046,22.68113,23.89268,21.79831,22.54736,67,GALAXY,355
1.23766E+18,127.115773,27.33186513,24.68645,22.63096,20.90887,19.87243,19.29071,18,GALAXY,225
1.23768E+18,353.9582671,32.18366658,23.9188,20.87381,19.35272,18.81091,18.33777,46,STAR,28
1.23767E+18,338.0557631,22.82295584,24.76785,24.11772,22.03849,20.8144,19.79268,71,GALAXY,137
1.23767E+18,344.0177535,23.76246073,22.70922,20.8528,18.98933,18.31854,17.8281,108,GALAXY,318
1.23766E+18,128.713522,38.32046854,22.66286,21.82493,20.87815,19.9278,19.40707,150,GALAXY,863
1.23768E+18,356.7913071,33.92740899,22.15897,20.76554,20.66686,20.52393,20.08388,100,STAR,354
1.23768E+18,8.352585229,12.05956046,26.44692,21.89963,19.76572,19.10525,18.66872,365,GALAXY,550
1.24E+18,10.21957232,11.99542459,25.94283,22.25543,20.63024,19.58946,19.00815,377,GALAXY,945
1.23768E+18,316.8945139,7.804129015,26.83779,22.05194,20.47149,19.60169,19.04813,25,GALAXY,619
1.23766E+18,32.28962496,-1.156283409,22.90951,22.60206,21.56881,20.75868,20.75785,331,GALAXY,760
1.23766E+18,243.918745,25.59335694,22.43314,20.05962,18.29554,17.62918,17.2715,112,GALAXY,293
1.23765E+18,193.8320657,-2.533233397,20.84887,20.27891,20.21787,20.28791,19.87705,273,QSO,58
1.23768E+18,338.2832674,20.1386179,24.10556,21.54979,20.4519,19.59073,19.20694,92,STAR,573
1.23766E+18,344.1378887,-0.338069127,23.83055,22.89172,21.76476,20.94061,20.49748,250,GALAXY,984
1.23768E+18,329.321952,18.55996885,23.20872,23.66559,21.79273,20.12383,19.35745,35,GALAXY,531
1.23768E+18,351.3146791,11.59179207,27.16486,20.21205,18.55799,17.90797,17.5325,253,GALAXY,218
1.23768E+18,26.79775039,11.17946464,25.56209,21.49968,19.54955,18.92353,18.57487,485,GALAXY,448
1.23768E+18,27.92420934,10.9933576,24.39606,20.80774,19.02999,18.33486,17.79413,493,GALAXY,170
1.23766E+18,331.690805,-0.361522166,20.50751,19.46084,18.76047,18.3034,18.43876,167,GALAXY,180
1.23766E+18,242.4132119,26.76744408,18.65297,17.10257,16.31899,15.87711,15.56867,100,GALAXY,502
1.23765E+18,148.5913752,4.751633354,19.05938,17.57685,17.09509,16.75525,16.62675,197,GALAXY,576
1.23765E+18,249.9361054,45.38608319,22.73596,22.51808,22.18846,21.7672,23.99034,64,QSO,822
1.23766E+18,122.734614,39.11211548,21.4281,19.2064,17.75415,17.19814,16.80699,47,GALAXY,167
1.23766E+18,188.0850377,7.638667655,20.11526,18.25729,17.20468,16.77188,16.38529,155,GALAXY,557
1.23766E+18,191.7935075,7.463992291,20.11847,18.14779,17.17198,16.74862,16.40632,179,GALAXY,552
1.23766E+18,172.8092675,35.98916843,23.11764,21.11512,19.33245,18.65325,18.2825,106,GALAXY,14
1.23766E+18,179.5148699,36.33939143,24.21667,22.25502,20.6385,19.69814,19.10034,142,GALAXY,887
1.23766E+18,179.8589312,36.52957456,25.58833,22.70446,21.73393,20.52768,19.88303,144,GALAXY,393
1.23767E+18,154.7484594,24.0636787,22.91037,22.69157,22.11891,21.78776,21.09787,298,GALAXY,474
1.23768E+18,347.1281869,-1.862916815,22.82882,21.0374,19.41936,18.78851,18.42626,133,GALAXY,171
1.23768E+18,349.5761689,2.650846113,21.06539,21.08206,20.54379,20.67609,20.59335,260,QSO,484
1.23765E+18,14.12311387,15.14281544,19.28338,17.53712,16.7281,16.32265,16.04339,242,GALAXY,346
1.23765E+18,6.644481658,15.21359257,22.29008,20.41182,18.75838,18.18537,17.806,193,GALAXY,46
1.23765E+18,127.7107753,1.753036779,19.624,18.03556,16.98292,16.42615,16.05308,34,GALAXY,444
1.23768E+18,347.7965942,18.92028703,22.39199,21.47337,21.07907,20.81239,20.54153,104,QSO,858
1.23766E+18,227.7210371,44.08425424,17.70671,16.48556,16.03044,15.872,15.81889,201,STAR,149
1.23767E+18,240.3012216,18.96315568,21.10217,20.71082,20.44927,20.40355,20.20131,82,QSO,122
1.23768E+18,2.213091551,3.322291887,21.29851,21.04818,20.68341,20.54244,20.42633,344,QSO,136
1.23768E+18,7.425832847,3.180721243,22.76363,22.30827,22.18311,21.76735,21.58376,379,QSO,129
1.23768E+18,16.53625631,3.23664949,20.96592,20.97726,20.94626,20.64334,20.41272,440,QSO,291
1.23767E+18,218.4630024,14.6588068,24.54726,23.38116,22.05099,18.91644,17.35966,59,STAR,73
1.23765E+18,173.650657,67.8735874,18.50882,16.67776,15.88844,15.50315,15.19838,141,GALAXY,335
1.23767E+18,134.2819875,24.10479243,23.40868,24.58809,22.48084,21.74477,21.81027,148,GALAXY,492
1.23767E+18,258.7447245,42.56706303,20.25485,18.3574,17.99783,17.98551,17.71192,16,STAR,439
1.23766E+18,148.5275911,48.43632859,25.81813,22.51831,20.83332,19.78042,19.26912,48,GALAXY,261
1.23766E+18,147.4963277,54.0541557,21.15942,18.89552,17.60169,17.08837,16.74704,197,GALAXY,198
1.23766E+18,134.1487106,31.56686271,22.16146,22.99171,22.16154,20.77608,19.97378,68,GALAXY,751
1.23768E+18,341.0514358,20.65576759,23.86698,21.60108,19.80958,18.84918,18.48682,110,GALAXY,463
1.23766E+18,231.904289,32.36150133,18.12367,16.28018,15.41415,15.01561,14.70802,29,GALAXY,80
1.23768E+18,354.4642304,33.79669008,25.145,20.85361,20.0186,19.64,19.73476,87,STAR,960
1.23768E+18,335.8660388,10.40620957,19.54333,17.46419,16.29144,15.81024,15.48799,152,GALAXY,842
1.23768E+18,11.03576271,11.91987359,25.25697,24.19629,21.41078,20.15512,19.47859,382,GALAXY,327
1.23768E+18,317.6047685,8.076983919,19.57571,17.5941,16.52634,16.04977,15.63783,30,GALAXY,804
1.23768E+18,345.3090537,19.20902725,23.71107,22.39379,20.74644,19.66773,18.87466,135,GALAXY,683
1.23766E+18,341.5029093,-0.308396891,25.00198,23.11789,22.43975,21.29501,21.33819,232,QSO,842
1.23768E+18,29.02685253,10.97058965,22.22021,21.05091,19.19382,18.53996,18.07271,500,GALAXY,366
1.23768E+18,11.70155906,11.95248456,22.80719,22.08643,21.60446,21.5464,21.42094,387,STAR,163
1.23768E+18,14.27879291,11.77552273,22.56665,21.55973,21.42649,21.27302,21.04043,403,QSO,790
1.23767E+18,136.935013,1.209019422,22.28132,22.17448,20.59644,19.79961,19.24616,137,GALAXY,289
1.23766E+18,116.4999583,27.41656694,26.41319,22.15509,20.67092,19.7605,19.31909,50,STAR,327
1.23767E+18,342.9575058,23.64538213,22.19338,20.8887,19.10749,18.44308,18.10488,102,GALAXY,669
1.23765E+18,170.1629741,5.57784538,22.454,21.94839,20.24227,19.11054,18.5738,340,GALAXY,748
1.23766E+18,199.0765553,7.482948506,21.00248,19.42874,18.0421,17.50617,17.09847,228,GALAXY,710
1.23766E+18,174.2762741,7.487240097,19.59602,17.63315,16.53565,16.08111,15.69071,63,GALAXY,551
1.23766E+18,197.5947036,7.320577219,20.48247,18.55832,17.51839,17.08421,16.76022,218,GALAXY,153
1.23767E+18,164.7469432,32.11696603,22.71783,22.1595,20.52743,19.65559,19.27222,334,GALAXY,297
1.23766E+18,135.214699,46.13655477,21.67397,20.94035,20.71315,20.3842,19.87807,201,QSO,540
1.23766E+18,136.1221312,46.71246107,23.28498,21.05354,19.59221,18.60595,17.94323,207,STAR,680
1.23767E+18,148.6703216,15.2903157,23.12724,22.43365,21.73447,21.15406,20.55229,223,GALAXY,604
1.23767E+18,154.8752425,16.21198518,23.24846,22.44502,20.8376,19.81536,19.27717,263,GALAXY,343
1.23767E+18,160.7764511,23.0534298,20.43288,19.45664,19.07316,18.94541,18.95437,314,STAR,279
1.23767E+18,137.0858853,1.314577329,22.35982,21.26509,19.42787,18.74381,18.30585,138,GALAXY,904
1.23766E+18,340.0696624,-0.33628828,24.42985,18.11649,17.26259,17.71632,17.22848,223,GALAXY,313
1.23766E+18,333.3064195,-0.257726561,19.79645,18.17392,17.33331,16.88921,16.59179,177,GALAXY,230
1.23766E+18,237.3771394,29.57411598,23.78646,21.50192,19.63928,18.98367,18.56687,65,GALAXY,818
1.23766E+18,235.1465621,30.86004437,20.899,18.91558,17.67874,17.17493,16.82735,50,GALAXY,542
1.23768E+18,339.392479,20.31721849,22.6121,23.11847,22.56821,20.88755,19.98649,99,GALAXY,503
1.23767E+18,158.8995337,21.9252219,25.4663,22.31317,20.80744,18.99136,17.89926,301,STAR,51
1.23767E+18,152.006316,23.56406243,23.65132,22.16732,21.89089,21.39499,21.08428,281,GALAXY,459
1.23768E+18,40.99360109,3.583987412,22.56986,23.45326,21.75059,20.68024,19.85547,262,GALAXY,486
1.23767E+18,42.56946992,33.44735175,19.38691,17.96079,17.32889,17.07317,16.95964,162,STAR,417
1.23766E+18,156.3650467,50.91106256,20.48994,18.49736,17.19362,16.71013,16.34034,85,GALAXY,26
1.23766E+18,117.3921413,28.36067648,23.41949,22.10062,20.83376,20.03002,19.4807,58,GALAXY,103
1.23768E+18,15.86594041,30.49069566,23.37152,21.30158,19.90008,19.32057,19.011,322,GALAXY,991
1.23768E+18,330.9386933,26.50090739,23.71871,22.42347,20.64191,19.79643,19.31801,58,GALAXY,951
1.23766E+18,8.637128353,-1.127558287,24.58678,24.46593,22.82553,21.62336,22.53122,173,QSO,894
1.23766E+18,31.42925227,-1.168346635,22.97042,20.86156,19.52112,18.68268,18.18987,325,GALAXY,412
1.23766E+18,156.9982921,57.70399925,25.13461,23.40632,22.7102,21.40669,19.82787,55,QSO,281
1.23766E+18,148.5589532,48.47919266,19.63125,17.98072,17.12994,16.73799,16.45069,48,GALAXY,120
1.23766E+18,164.2795913,52.71720816,24.24,21.92323,20.11684,19.29541,18.89802,120,GALAXY,689
1.23766E+18,169.6014939,53.38231446,20.16565,18.36946,17.48145,17.09859,16.80301,142,GALAXY,143
1.23766E+18,171.7092841,59.34015916,22.08704,19.72497,18.19754,17.65555,17.29978,292,GALAXY,522
1.23766E+18,204.3248639,58.64215572,23.02883,23.36355,21.62231,20.28504,19.61435,403,GALAXY,141
1.23766E+18,189.7457265,59.93979349,20.96024,18.76216,17.58801,17.04034,16.77128,353,GALAXY,560
1.23766E+18,169.9016751,7.165635272,25.18027,22.86155,20.79616,19.79048,19.49623,372,GALAXY,925
1.23766E+18,144.855506,31.28564454,25.10174,23.06618,22.557,21.52077,20.81181,119,GALAXY,387
1.23766E+18,140.8046211,35.01573986,24.83632,23.67016,21.63371,20.54181,19.88766,112,GALAXY,9
1.23767E+18,163.2493246,26.87263956,22.56936,21.05738,21.07297,21.04822,21.10635,352,STAR,726
1.23768E+18,351.4000383,11.54897763,24.03803,21.66905,20.8673,20.09047,19.27743,254,GALAXY,167
1.23768E+18,356.2771107,11.86905691,24.83085,21.43642,19.39903,18.68086,18.27179,286,GALAXY,258
1.23768E+18,20.59393918,11.62425615,25.61548,21.39351,19.58171,18.74323,18.2565,445,GALAXY,276
1.23768E+18,329.672984,18.52048285,23.37487,21.82744,20.28831,19.44607,19.02087,37,GALAXY,559
1.23768E+18,7.759489968,11.9596717,21.7886,19.63243,18.14623,17.57222,17.14286,361,GALAXY,416
1.23768E+18,318.591788,1.958233118,23.90734,23.18632,22.83821,21.63225,21.07631,53,GALAXY,782
1.23766E+18,193.1980924,47.99669245,19.27775,17.70083,17.09348,16.69103,16.4317,75,GALAXY,388
1.23768E+18,335.3872551,19.73881578,22.27039,23.8767,21.39552,20.26774,19.49295,74,GALAXY,105
1.23768E+18,344.5191355,12.37717138,22.54692,21.53392,21.47066,20.97943,20.6388,209,QSO,214
1.23768E+18,345.3987307,12.44418158,22.4175,20.73872,20.26263,20.10572,19.97922,215,STAR,50
1.23768E+18,8.07161932,-8.200243141,20.7604,19.23718,17.82825,17.31441,16.91409,353,GALAXY,300
1.23766E+18,147.1794173,47.78008482,22.10328,21.92555,21.69067,21.98162,21.30083,40,QSO,350
1.23766E+18,127.47362,3.876962767,22.69967,21.45456,19.67879,18.87358,18.36282,89,GALAXY,756
1.23768E+18,16.19032409,11.83191166,22.7568,20.93009,20.79676,20.93128,20.34678,416,QSO,734
1.23766E+18,126.0968996,29.68084505,21.01361,20.71811,20.46232,20.40409,20.78672,66,QSO,403
1.23766E+18,65.03976872,28.0887726,19.53551,17.68273,16.71167,16.23287,15.93196,47,GALAXY,146
1.23766E+18,224.6392951,39.92890268,23.83581,23.31765,22.12361,20.71259,19.59061,234,GALAXY,317
1.23767E+18,332.4260586,21.69375461,24.51002,21.00125,19.1723,18.54622,18.1614,35,GALAXY,700
1.23766E+18,112.676211,26.52397933,19.60991,19.32998,19.19413,18.93983,18.843,24,QSO,832
1.23768E+18,350.5220278,19.74120838,22.11725,21.55086,19.95307,18.89934,18.51672,168,GALAXY,477
1.23768E+18,346.2535974,21.28440595,26.36151,23.50848,22.75484,21.07888,20.2742,143,GALAXY,883
1.23765E+18,1.597171234,16.19317849,25.31584,22.76586,20.70736,19.79495,19.1033,313,GALAXY,963
1.23766E+18,185.3332698,7.657402628,22.62137,22.41282,20.41756,19.18388,18.48777,137,GALAXY,315
1.23766E+18,198.298056,7.355357362,19.41436,17.52909,16.54816,16.11653,15.77154,222,GALAXY,392
1.23766E+18,339.9673713,-0.413464372,23.17074,23.63746,22.66252,22.52141,21.98549,222,GALAXY,522
1.23768E+18,1.055017136,-7.943564451,22.83766,20.71425,18.98909,18.35986,18.01609,327,GALAXY,334
1.23765E+18,215.0392737,3.779828833,23.92797,22.29127,20.86446,19.44682,18.90035,221,GALAXY,95
1.23768E+18,346.6395668,-1.948705757,21.81111,21.6974,20.6735,19.57033,19.19421,130,GALAXY,647
1.23767E+18,162.2760315,25.62642235,23.40639,22.94094,22.16487,21.22853,21.16895,345,GALAXY,436
1.23767E+18,117.1946223,18.21397212,24.82749,20.34323,19.12561,18.58234,18.31209,150,STAR,382
1.23768E+18,14.11009355,11.84287769,22.95447,21.0774,20.55662,20.34415,20.21814,402,QSO,732
1.23766E+18,195.1444964,37.07194102,17.43713,16.14721,15.70351,15.52282,15.44429,70,GALAXY,618
1.23768E+18,10.99872811,22.30295529,22.47388,21.70719,21.61994,21.39762,21.43673,172,STAR,996
1.23767E+18,244.4923445,62.21232485,21.13853,19.90134,19.27378,19.05746,18.99904,90,STAR,308
1.23765E+18,243.3032266,53.00432129,23.52547,22.87886,21.37714,20.35796,19.5767,375,GALAXY,555
1.23765E+18,223.3067052,61.3437407,23.69933,23.44093,20.99336,19.77139,19.5698,55,GALAXY,643
1.23765E+18,226.2002083,60.12457217,21.48309,19.09487,17.73637,17.20274,16.74036,67,GALAXY,468
1.23767E+18,176.6127657,20.8304984,19.17406,18.21252,17.6546,17.42968,17.15128,114,GALAXY,411
1.23767E+18,243.6740637,9.251630095,17.81819,17.41451,17.4757,17.40724,17.54673,228,QSO,300
1.23766E+18,159.7692054,51.71363053,23.34356,21.79336,20.11856,19.32193,18.94619,100,GALAXY,49
1.23766E+18,160.6638379,51.79272539,22.84848,21.48714,20.8385,20.58113,20.35399,104,GALAXY,928
1.23766E+18,169.4618224,53.39229232,19.75693,17.87804,16.96701,16.56668,16.23124,141,GALAXY,141
1.23766E+18,343.9859683,-0.395504231,22.79601,23.32781,22.41917,21.64272,22.47878,249,GALAXY,601
1.23766E+18,244.1013958,25.66092565,24.96328,22.8239,20.94845,19.64035,19.00968,113,GALAXY,893
1.23768E+18,2.891352509,1.480127693,22.77464,21.74609,21.85504,21.92592,20.92474,349,QSO,294
1.23768E+18,4.213670964,1.632477171,23.50841,21.80207,21.60566,21.85112,21.41851,357,QSO,30
1.23766E+18,143.4157598,36.28978629,22.46279,20.41471,18.80522,18.16691,17.71252,128,GALAXY,504
1.23766E+18,141.6389127,35.30324059,24.20955,23.44299,20.61624,19.35762,18.87873,117,GALAXY,363
1.23766E+18,339.0425509,-0.290113332,23.45107,22.68611,22.87647,21.55799,22.13728,216,GALAXY,344
1.23768E+18,19.63219345,11.53069663,26.12356,23.81821,21.9786,20.57105,19.60273,438,GALAXY,427
1.23765E+18,211.56048,4.009938638,26.06626,22.89339,21.13788,19.96379,19.64704,197,GALAXY,310
1.23765E+18,12.7489369,15.1109869,23.41424,22.07593,20.38661,19.49797,19.26351,233,GALAXY,885
1.23766E+18,198.4196843,47.533219,18.96543,17.71033,17.01655,16.63465,16.37758,99,GALAXY,366
1.23766E+18,201.2419737,47.13490337,21.77925,20.0107,18.42021,17.86638,17.45945,112,GALAXY,834
1.23766E+18,197.0852202,47.60810154,24.80751,21.31117,19.42198,18.74799,18.27614,93,GALAXY,443
1.23766E+18,207.3605006,46.07029705,21.206,19.18186,17.83653,17.31091,16.74646,141,GALAXY,242
1.23767E+18,39.92286043,29.17409876,18.83314,17.17159,16.50847,16.25446,16.11178,130,STAR,524
1.23768E+18,354.7892568,3.152426221,25.5777,23.31997,21.40303,20.36905,19.65965,295,STAR,499
1.23766E+18,342.1334137,-0.275945005,24.3683,22.53482,22.0968,21.07134,21.07618,236,GALAXY,640
1.23766E+18,232.5136511,32.07412388,19.00943,17.98547,17.64243,17.36496,17.34295,33,GALAXY,429
1.23768E+18,340.9332228,20.66612562,23.7056,21.72409,20.38836,19.72128,19.1551,109,GALAXY,797
1.23768E+18,7.677618573,32.65042125,20.67826,20.18382,20.03542,19.85044,19.61178,123,QSO,950
1.24E+18,134.7352348,42.14271668,26.10664,24.00197,21.52485,20.35486,19.57455,190,GALAXY,807
1.23767E+18,340.7164608,23.25458096,22.54503,22.80573,21.9628,20.77231,19.94183,88,GALAXY,631
1.23766E+18,126.6230494,36.57639442,19.67174,18.46115,17.77336,17.40172,17.13559,134,GALAXY,260
1.23768E+18,11.63293111,11.88320507,23.68057,20.68017,19.89845,19.48429,19.34368,386,STAR,164
1.23768E+18,11.98296153,11.81389198,19.89547,19.62021,19.29997,19.22959,19.13173,388,QSO,866
1.23766E+18,157.4583048,44.49661173,20.47094,18.60859,17.88211,17.59633,17.43945,258,STAR,433
1.23768E+18,3.963846167,-2.988126058,21.27081,21.31896,20.96941,20.95894,20.84171,343,QSO,753
